"";"df";"family";"Y";"mstop";"nu";"Dev";"DevExpl";"Rsq";"Rsqadj";"RMSELoo";"x1";"x2";"x3";"x4"
"1";4;"nbinomial";"nFry_M";169;0,01;38,2019919640568;0,526470304766212;0,860963135435085;0,842003562994415;6,29382067698325;0;0,207100591715976;0,301775147928994;0,49112426035503
"2";4;"nbinomial";"nParr1_M";210;0,01;31,7473319160815;0,614490696088255;0,784771943717824;0,7437761234736;3,57939443441921;0,161904761904762;0,0619047619047619;0,214285714285714;0,561904761904762
